,title,artist,count,year,id
1134,Royals,Lorde,24,2013,2dLLR6qlu5UJ5gk0dKz0h3
1135,Feel This Moment,Pitbull Featuring Christina Aguilera,24,2013,0Hf4aIJpsN4Os2f0y0VqWl
1136,Treasure,Bruno Mars,23,2013,55h7vJchibLdUkxdlX3fK7
1137,Daylight,Maroon 5,23,2013,6TwfdLbaxTKzQi3AgsZNzx
1138,Summertime Sadness,Lana Del Rey & Cedric Gervais,23,2013,1Ist6PR2BZR3n2z2Y5R6S1
1139,Holy Grail,Jay Z Featuring Justin Timberlake,23,2013,37jTPJgwCCmIGMPB45jrPV
1140,It Goes Like This,Thomas Rhett,22,2013,6GsAD8PgHxmEuIPTG8GP3M
1141,Love Me,Lil Wayne Featuring Drake & Future,22,2013,2XHzzp1j4IfTNp1FTn7YFg
1142,Come & Get It,Selena Gomez,22,2013,4P5KoWXOxwuobLmHXLMobV
1143,Started From The Bottom,Drake,22,2013,5DI9jxTHrEiFAhStG7VA8E
1144,Sweet Nothing,Calvin Harris Featuring Florence Welch,21,2013,24LS4lQShWyixJ0ZrJXfJ5
1145,Boys 'round Here,Blake Shelton Featuring Pistol Annies & Friends,21,2013,39FwE8edwuyiaa4PrGBkP7
1146,"Bitch, Don't Kill My Vibe",Kendrick Lamar,21,2013,4Pwjz3DfvfQWV0rO2V8jyh
1147,Crash My Party,Luke Bryan,21,2013,6GBUsjHfZuweYf5lQEz6mP
1148,Gas Pedal,Sage The Gemini Featuring IamSu!,21,2013,1UMKquW1olreYO1LlLmTqi
1149,Scream & Shout,will.i.am & Britney Spears,21,2013,2iJuuzV8P9Yz0VSurttIV5
1150,Love More,Chris Brown Featuring Nicki Minaj,21,2013,2MDueMvPkUTpU6Xkmeinln
1151,The Other Side,Jason Derulo,21,2013,5FljCWR0cys07PQ9277GTz
1152,Love Somebody,Maroon 5,21,2013,0HnaqUxvHP5LaWdmWwJpiS
1153,Young And Beautiful,Lana Del Rey,21,2013,2nMeu6UenVvwUktBCpLMK9
1154,Hey Girl,Billy Currington,21,2013,4CcrLWFQY4dRGMbUR59cSp
1155,Heart Attack,Demi Lovato,21,2013,1V6gIisPpYqgFeWbMLI0bA
1156,We Still In This B****,B.o.B Featuring T.I. & Juicy J,20,2013,3aHkbJXFYpPrup2K8wvDOV
1157,Carry On,fun.,20,2013,7gpy7sfWPNuOKmUNs3XQYE
1158,Crooked Smile,J. Cole Featuring TLC,20,2013,5gFoAVTN9YlM9uJCrFZtgl
1159,Highway Don't Care,Tim McGraw With Taylor Swift,20,2013,4wFUdSCer8bdQsrp1M90sa
1160,Little Bit Of Everything,Keith Urban,20,2013,1J8j3IeJz1HXoHF59LoP4h
1161,I Will Wait,Mumford & Sons,20,2013,3Bclyko7WmwM2oGmKj8sue
1162,Downtown,Lady Antebellum,20,2013,4kY7rYtE4OQkJNq22OIYRI
1163,Don't You Worry Child,Swedish House Mafia Featuring John Martin,20,2013,2V65y3PX4DkRhy1djlxd9p
1164,Tom Ford,JAY-Z,20,2013,1PNGJBI1Lx0h8QCpkHKZLU
1165,U.O.E.N.O.,Rocko Featuring Future & Rick Ross,20,2013,0HFrCOmhCYXlv4NdEwRAuj
1166,I Want Crazy,Hunter Hayes,20,2013,4FkgULes13bk2eHrsJg4q9
1167,Don't Ya,Brett Eldredge,20,2013,3Qe097eJNp9MfpT2PieEw0
1168,Type Of Way,Rich Homie Quan,20,2013,6nu35hLc8zsA9bwBpcuf5L
1169,Get Your Shine On,Florida Georgia Line,20,2013,6s9ICeczYOfbHHIaSMq9jd
1170,Hey Pretty Girl,Kip Moore,20,2013,75p6fgACKYIyIhsoG411SZ
1171,Harlem Shake,Baauer,20,2013,01XFgRZfZI7oBagNf1Loml
1172,Troublemaker,Olly Murs Featuring Flo Rida,20,2013,6s8nHXTJVqFjXE4yVZPDHR
1173,I Drive Your Truck,Lee Brice,20,2013,6aPc6SSWgTsiXrrUpJCPlj
1174,DONE.,The Band Perry,20,2013,7t3yEWJXS4ZZE64JyJDJIg
1175,How Many Drinks?,Miguel,20,2013,5ctk3VJoHoURSiwkCJn2bf
1176,Let Her Go,Passenger,20,2013,1KxwZYyzWNyZSRyErj2ojT
1177,Round Here,Florida Georgia Line,20,2013,5T6DM9qjjngWnukcw0svkX
1178,F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",20,2013,4X5f3vT8MRuXF68pfjNte5
1179,Aw Naw,Chris Young,20,2013,53Dj5PCDhb22qWqmre3YQs
1180,Red Nose,Sage The Gemini,20,2013,1KIQ0RscHwxXPJUvhuO5Bl
1181,Rich As F**k,Lil Wayne Featuring 2 Chainz,20,2013,
1182,Bugatti,Ace Hood Featuring Future & Rick Ross,20,2013,08ljt6NCNAgewQaMya1URa
1183,Anywhere With You,Jake Owen,20,2013,2yWtLaPCOUDyi7f1lOXCn5
1184,Beat This Summer,Brad Paisley,20,2013,2EUHzmBZux7SSra71cGkIB
1185,Next To Me,Emeli Sande,20,2013,1Xsxp1SEOxuMzjrFZhtw8u
1186,Sure Be Cool If You Did,Blake Shelton,20,2013,5yIiXdLRE85OBiQmCaUenq
1187,Southern Girl,Tim McGraw,20,2013,29AR5X5yKPd4DBIAiqUMDy
1188,Parking Lot Party,Lee Brice,20,2013,4HFNGbVmsMV5lHUvDuXLkl
1189,Mine Would Be You,Blake Shelton,20,2013,1zvQt99d5oTkEQLmSoO1yu
1190,Mama's Broken Heart,Miranda Lambert,20,2013,2mXsZsJBThTaJXbNcg5QD4
1191,Beware,Big Sean Featuring Lil Wayne & Jhene Aiko,20,2013,6bxUnsSGZCmoHHU5auwtps
1192,Tapout,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",20,2013,7A8d6xGJy2DpNqO2b9DrJu
1193,Loveeeeeee Song,Rihanna Featuring Future,20,2013,3DZQ6mzUkAdHqZWzqxBKIK
1194,Body Party,Ciara,20,2013,0rFZaQ4crlGAzuCjWCQ2xu
1195,All Over The Road,Easton Corbin,20,2013,6XD3HMATLswheYevIfKkSi
1196,Pour It Up,Rihanna,20,2013,76VtA90NKurNqaQpV126Ue
1197,See You Again,Carrie Underwood,20,2013,7jP7iCJ1cXVXYHWIkYtP6d
1198,Redneck Crazy,Tyler Farr,20,2013,4lcXNTm9JrQpJYXqsENmFI
1199,Alive,Krewella,20,2013,2SHnUyZq0zwmvRIl4WY77G
1200,Somebody That I Used To Know,Gotye Featuring Kimbra,52,2012,4wCmqSrbyCgxEXROQE6vtV
1201,Lights,Ellie Goulding,51,2012,11ozIUBoXAgRTVWelDn4pL
1202,I Won't Give Up,Jason Mraz,44,2012,53QF56cjZA9RTuuMZDrSA6
1203,Call Me Maybe,Carly Rae Jepsen,43,2012,3TGRqZ0a2l1LRblBkJoaDx
1204,Some Nights,fun.,43,2012,6t6oULCRS6hnI7rm0h5gwl
1205,We Are Young,Glee Cast,41,2012,1zugfOhn6BebboqGcpUlba
1206,Home,Dierks Bentley,39,2012,6q5nAr2JniAHj1gKheejE0
1207,Everybody Talks,Neon Trees,39,2012,2iUmqdfGZcHIhS3b9E9EWq
1208,Too Close,Alex Clare,39,2012,4sK96UnGx3NjBaqvfTG2dm
1209,Glad You Came,The Wanted,38,2012,5yDL13y5giogKs2fSNf7sj
1210,Wild Ones,Flo Rida Featuring Sia,36,2012,1NpW5kyvO4XrNJ3rnfcNy3
1211,Drive By,Train,36,2012,0KAiuUOrLTIkzkpfpn9jb9
1212,Stronger (What Doesn't Kill You),Kelly Clarkson,35,2012,6D60klaHqbCl9ySc8VcRss
1213,Wanted,Hunter Hayes,34,2012,0p1BcEcYVO3uk4KDf3gzkY
1214,What Makes You Beautiful,One Direction,34,2012,4cluDES4hQEUhmXj6TXkSo
1215,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",33,2012,4qikXelSRKvoCqFcHLB2H2
1216,The One That Got Away,Katy Perry,33,2012,6hkOqJ5mE093AQf2lbZnsG
1217,Titanium,David Guetta Featuring Sia,32,2012,0lHAMNU8RGiIObScrsRgmP
1218,Give Your Heart A Break,Demi Lovato,32,2012,3sP3c86WFjOzHHnbhhZcLA
1219,Payphone,Maroon 5 Featuring Wiz Khalifa,31,2012,4P0osvTXoSYZZC2n8IFH3c
1220,Starships,Nicki Minaj,31,2012,1oHNvJVbFkexQc0BpQp7Y4
1221,The Motto,Drake Featuring Lil Wayne,30,2012,4Kz4RdRCceaA9VgTqBhBfa
1222,Little Talks,Of Monsters And Men,30,2012,2ihCaVdNZmnHZWt0fvAM7B
1223,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,29,2012,0IkKz2J93C94Ei4BvDop7P
1224,It's Time,Imagine Dragons,29,2012,6BtmXhTJMM9sBTHeYYASGz
1225,We Found Love,Rihanna Featuring Calvin Harris,29,2012,6qn9YLKt13AGvpq9jfO8py
1226,Whistle,Flo Rida,29,2012,3bC1ahPIYt1btJzSSEyyrF
1227,Take Care,Drake Featuring Rihanna,29,2012,124NFj84ppZ5pAxTuVQYCQ
1228,Ho Hey,The Lumineers,28,2012,0DwClY2t9YAWHBROMIgrXb
1229,Sexy And I Know It,LMFAO,27,2012,0obBFrPYkSoBJbvHfUIhkv
1230,Set Fire To The Rain,Adele,27,2012,73CMRj62VK8nUS4ezD2wvi
1231,No Lie,2 Chainz Featuring Drake,26,2012,6j9iyrrmqWlQZ5SD1hSTaq
1232,As Long As You Love Me,Justin Bieber Featuring Big Sean,26,2012,75lo8VozcCLRG9WGG674iD
1233,Heart Attack,Trey Songz,26,2012,25CA8QVJQrh5R05UUCaODM
1234,One More Night,Maroon 5,26,2012,4XNrMwGx1SqP01sqkGTDmo
1235,Feel So Close,Calvin Harris,26,2012,1gihuPhrLraKYrJMAEONyc
1236,Wide Awake,Katy Perry,26,2012,1rUQmXEy41tXwHIKFECNTa
1237,Time Is Love,Josh Turner,25,2012,2rg3yLJKN5Yl4JCHHkMgeC
1238,Good Feeling,Flo Rida,25,2012,2LEF1A8DOZ9wRYikWgVlZ8
1239,Where Have You Been,Rihanna,25,2012,5WQQIDU3HRaMyPkob8mpFb
1240,Don't Wake Me Up,Chris Brown,25,2012,18VfHIPaCo0s6FTi1Fnp6T
1241,Blow Me (One Last Kiss),P!nk,24,2012,4k80K0b6KZ2QjAYkXON7q6
1242,Good Time,Owl City & Carly Rae Jepsen,24,2012,1kPpge9JDLpcj15qgrPbYX
1243,Turn Me On,David Guetta Featuring Nicki Minaj,24,2012,6JOlNkT0QdHeZB0wPbI9IR
1244,The A Team,Ed Sheeran,23,2012,1VdZ0vKfR5jneCmWIUAMxK
1245,Drunk On You,Luke Bryan,23,2012,3kv6omImmKEfOVJWjstusF
1246,Hard To Love,Lee Brice,23,2012,6E9V9TRlVOLjenGjHemzEH
1247,Burn It Down,Linkin Park,23,2012,7oVEtyuv9NBmnytsCIsY5I
1248,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,23,2012,7LcfRTgAVTs5pQGEQgUEzN
1249,Thinkin Bout You,Frank Ocean,23,2012,7DfFc7a6Rwfi3YQMRbDMau
1250,You Don't Know Her Like I Do,Brantley Gilbert,23,2012,4WnY4W5KrqglCdIus8X9Bo
1251,Part Of Me,Katy Perry,22,2012,6yARPLK0PV4heEyh7pVMGz
1252,"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,22,2012,5HQVUIKwCEXpe7JIHyY734
1253,Why Ya Wanna,Jana Kramer,22,2012,08f0fHqZigPgPHCfRjk8SC
1254,Springsteen,Eric Church,22,2012,05ZACkzW8YbRq3eFgIfSNB
1255,Pop That,"French Montana Featuring Rick Ross, Drake, Lil Wayne",22,2012,3Jv1XgMPVjdN5xGfnRJ20s
1256,Amen,Edens Edge,22,2012,0cunAi5FhuVTMMIE9XfqfP
1257,We Run The Night,Havana Brown Featuring Pitbull,22,2012,0mtPNQl5vePVwiI9Vykp7L
1258,Ass Back Home,Gym Class Heroes Featuring Neon Hitch,22,2012,3bfqkspKABT4pPicm6wC9F
1259,Faded,Tyga Featuring Lil Wayne,22,2012,4vULFpGH9sCBdCfCC6p3Xo
1260,Drank In My Cup,Kirko Bangz,22,2012,3m8CQnnfJJp4eQMWWl3zay
1261,Cowboys And Angels,Dustin Lynch,22,2012,1kFi7TFCs6yBaIcQN06NIb
1262,Blown Away,Carrie Underwood,22,2012,0vFMQi8ZnOM2y8cuReZTZ2
1263,Brokenhearted,Karmin,22,2012,4urcG6Nfubqsuqy3juMjBi
1264,Scream,Usher,21,2012,12eMQUn2GzfsfsQLH53M19
1265,Rumour Has It,Adele,21,2012,2A73XBDBQgmdXO8VsXPWIs
1266,Rack City,Tyga,21,2012,7rPLYmabWMobWhoIqZe6rh
1267,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,20,2012,4kte3OcW800TPvOVgrLLj8
1268,Even If It Breaks Your Heart,Eli Young Band,20,2012,0Nu9WA8kEbBWEsay2s8Q0U
1269,Crew Love,Drake Featuring The Weeknd,20,2012,0V4l4GQhgnWQGtCWpvA7va
1270,Good Girl,Carrie Underwood,20,2012,20DfkHC5grnKNJCzZQB6KC
1271,Midnight City,M83.,20,2012,1eyzqe2QqGZUmfcPZtrIyt
1272,One Thing,One Direction,20,2012,5G2c6FsfTzgYUzageCmfXY
1273,Let's Go,Calvin Harris Featuring Ne-Yo,20,2012,4wkQmYpAaMe41Rc3sYZ7Vz
1274,Over You,Miranda Lambert,20,2012,3fDsErbmOD3TuaSDuxSXav
1275,Pontoon,Little Big Town,20,2012,2Gy3XMLbBxACZ4tXdFRGr7
1276,Leave You Alone,Young Jeezy Featuring Ne-Yo,20,2012,5GOqOUVv7vk0jWDdNToHtA
1277,Lovin' You Is Fun,Easton Corbin,20,2012,5qNkZdbdfL9tQm1ppZmUrW
1278,Fly Over States,Jason Aldean,20,2012,0dUsJqLL2gVO9SOQXtgCMd
1279,2 Reasons,Trey Songz Featuring T.I.,20,2012,6lgzJuBX3iqevLdtgNlyAU
1280,Lemme See,Usher Featuring Rick Ross,20,2012,4MevEW6tsWrpmzPKaqK0Uw
1281,(Kissed You) Good Night,Gloriana,20,2012,0Rj68IX1WqAtceUZQGk7aa
1282,Back In Time,Pitbull,20,2012,3eQlGeyuSibgAGPEJugaDW
1283,Somethin' 'Bout A Truck,Kip Moore,20,2012,6Ymvlzom4TQeoKqAWsZRD8
1284,Boyfriend,Justin Bieber,20,2012,3UGIZ8qcrMTwzLbx6Kttqt
1285,Beez In The Trap,Nicki Minaj Featuring 2 Chainz,20,2012,0x335qdLBS6o30hYdc8h2I
1286,Take It To The Head,"DJ Khaled Featuring Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne",20,2012,2lD4LsB3iQVnddkVM2RFAl
1287,Bangarang,Skrillex Featuring Sirah,20,2012,6VRhkROS2SZHGlp0pxndbJ
1288,Take A Little Ride,Jason Aldean,20,2012,1KZ13No14RifaK2e9ii8da
1289,Cashin' Out,Ca$h Out,20,2012,
1290,Turn Up The Music,Chris Brown,20,2012,1RMRkCn07y2xtBip9DzwmC
1291,UP!,LoveRance Featuring IamSu & Skipper or 50 Cent,20,2012,1lqKgoo11HKUoMpbouC7I4
1292,Climax,Usher,20,2012,5pyVqlqThcxI7tPDjHIzPh
1293,Want U Back,Cher Lloyd,20,2012,6E11E0lT5Zy7yb6iT3y8DN
1294,Birthday Cake,Rihanna Featuring Chris Brown,20,2012,4EfN6bixdOOgoLYR5C4cWo
1295,Angel Eyes,Love And Theft,20,2012,63w0QA1wiV7QhF9jeiHETF
1296,Adorn,Miguel,20,2012,25cUhiAod71TIQSNicOaW3
1297,Come Over,Kenny Chesney,20,2012,6BCrbWBpb8d6KWmEqZ41tr
1298,5-1-5-0,Dierks Bentley,20,2012,2WKCH4ISejDV9ad7iPp5XU
1299,Come Wake Me Up,Rascal Flatts,20,2012,5mCttXluvE0gaIArboAoFA
1300,Rolling In The Deep,Adele,51,2011,1c8gk2PeTE04A1pIDH9YMk
1301,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,39,2011,0IkKz2J93C94Ei4BvDop7P
1302,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",38,2011,4QNpBfC0zvjKqPJcyqBy9W
1303,Crazy Girl,Eli Young Band,36,2011,1nVLAEzhBXMJLR5zAl90Nl
1304,Good Life,OneRepublic,34,2011,6OtCIsQZ64Vs1EbzztvAv4
1305,Pumped Up Kicks,Foster The People,34,2011,7w87IxuO7BDcJ3YUqCyMTT
1306,Super Bass,Nicki Minaj,34,2011,3hlksXnvbKogFdPbpO9vel
1307,Without You,Keith Urban,34,2011,0KzEhOxVbub9dglj5mMyCc
1308,Firework,Katy Perry,33,2011,4r6eNCsrZnQWJzzvFh4nlg
1309,Just A Kiss,Lady Antebellum,33,2011,2OXidlnDThZR3zf36k6DVL
1310,F**k You! (Forget You),Cee Lo Green,32,2011,6iIyoqOxrfkGrJP0nvjjIJ
1311,Just Can't Get Enough,The Black Eyed Peas,31,2011,3JA9Jsuxr4xgHXEawAdCp4
1312,The Show Goes On,Lupe Fiasco,31,2011,4NTWZqvfQTlOMitlVn6tew
1313,If I Die Young,The Band Perry,30,2011,4u26EevCNXMhlvE1xFBJwX
1314,F**kin' Perfect,P!nk,30,2011,3ueoTboomKEQpI3r9z47Kg
1315,Tonight Tonight,Hot Chelle Rae,30,2011,2i0AUcEnsDm3dsqLrFWUCq
1316,On The Floor,Jennifer Lopez Featuring Pitbull,29,2011,3C0nOe05EIt1390bVABLyN
1317,E.T.,Katy Perry Featuring Kanye West,29,2011,4kkeuVl6gF3RMqE4Nn5W3E
1318,For The First Time,The Script,29,2011,09ZcYBGFX16X8GMDrvqQwt
1319,Down On Me,Jeremih Featuring 50 Cent,28,2011,0x3TibRgnSqzkcwrqBd4iX
1320,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,27,2011,0qOnSQQF0yzuPWsXrQ9paz
1321,Dirt Road Anthem,Jason Aldean,27,2011,5ZVGvay4xwgXMnQWffNYeU
1322,Just The Way You Are,Bruno Mars,27,2011,7BqBn9nzAq8spo5e7cZ0dJ
1323,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,27,2011,3hsmbFKT5Cujb5GQjqEU39
1324,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,26,2011,7LcfRTgAVTs5pQGEQgUEzN
1325,The Lazy Song,Bruno Mars,26,2011,1ExfPZEiahqhLyajhybFeS
1326,Love You Like A Love Song,Selena Gomez & The Scene,26,2011,0laYHRpNTS6i8FXdupHkJ4
1327,Motivation,Kelly Rowland Featuring Lil Wayne,25,2011,6rbhWExtuchhpLC5fHnB8n
1328,Far Away,Marsha Ambrosius,25,2011,5KVbaJP4IOZmZZlj5v4jp2
1329,Blow,Ke$ha,25,2011,3pYDZTJM2tVBUhIRifWVzI
1330,Don't You Wanna Stay,Jason Aldean With Kelly Clarkson,25,2011,0ZbmQnOlXM8liVcNVtNxmD
1331,S&M,Rihanna Featuring Britney Spears,25,2011,2262bWmqomIaJXwCRHr13j
1332,Grenade,Bruno Mars,25,2011,2tJulUYLDKOg9XrtVkMgcJ
1333,Barefoot Blue Jean Night,Jake Owen,24,2011,3ts6xK5GzfMAAriT9AIBmP
1334,Someone Like You,Adele,24,2011,1zwMYTA5nlNjZxYrvBB2pV
1335,Till The World Ends,Britney Spears Featuring Nicki Minaj & Ke$ha,24,2011,38iU2jg98IZZEIJPrP7aWD
1336,How To Love,Lil Wayne,24,2011,5W7BcYDIaeXnpG3e39T7hJ
1337,All Of The Lights,Kanye West,24,2011,22L7bfCiAkJo5xGSQgmiIO
1338,The Edge Of Glory,Lady Gaga,24,2011,0JNdS1n0ifOP25XvhwAMgM
1339,You Make Me Feel...,Cobra Starship Featuring Sabi,23,2011,16Of7eeW44kt0a1M0nitHM
1340,I'm On One,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",23,2011,608a1wIsSd5KzMEqm1O7w3
1341,God Gave Me You,Blake Shelton,23,2011,0w9LJae3sVlZlH2CnxTInF
1342,Sure Thing,Miguel,23,2011,0JXXNGljqupsJaZsgSbMZV
1343,Take A Back Road,Rodney Atkins,23,2011,7B6m8tHAYZsOKOKMU5SR2n
1344,Moment 4 Life,Nicki Minaj Featuring Drake,23,2011,1ia019RqDK2o4QiANR1Dyn
1345,Last Friday Night (T.G.I.F.),Katy Perry,23,2011,3avYqdwHKEq8beXbeWCKqJ
1346,Lighters,Bad Meets Evil Featuring Bruno Mars,22,2011,5zpDHEU12zATwLGvozxPw2
1347,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,22,2011,3nMb7ToWIxYvmaIG20z6ux
1348,Roll Up,Wiz Khalifa,22,2011,53DB6LJV9B8sz0p1s6tlGS
1349,Country Must Be Country Wide,Brantley Gilbert,21,2011,454JIJlQ8GvrCoBvSfq3KA
1350,Tomorrow,Chris Young,21,2011,1qjl8UJtWTHrk4SFpwftSN
1351,Easy,Rascal Flatts Featuring Natasha Bedingfield,21,2011,7jkWXm5j2er2KfsCRPwWfy
1352,Jar Of Hearts,Christina Perri,21,2011,0HZhYMZOcUzZKSFwPOti6m
1353,Born This Way,Lady Gaga,21,2011,6r2BECwMgEoRb5yLfp0Hca
1354,A Little Bit Stronger,Sara Evans,21,2011,5FIp4LrsffxiHLhmmpCbCx
1355,My Last,Big Sean Featuring Chris Brown,21,2011,70tFuqBcduJv15bEnOPRTh
1356,6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,21,2011,5Qy6a5KzM4XlRxsNcGYhgH
1357,Homeboy,Eric Church,21,2011,29aSfWddeZJCfnrcMb20sy
1358,More,Usher,21,2011,0aBKFfdyOD1Ttvgv0cfjjJ
1359,Coming Home,Diddy - Dirty Money Featuring Skylar Grey,21,2011,6Iocm6VMu6bVNYwiDoyQFW
1360,Price Tag,Jessie J Featuring B.o.B,21,2011,5mvKuE9Lf9ARVXVXA32kK9
1361,Raise Your Glass,P!nk,21,2011,1gv4xPanImH17bKZ9rOveR
1362,Country Girl (Shake It For Me),Luke Bryan,20,2011,0JbSghVDghtFEurrSO8JrC
1363,Keep Your Head Up,Andy Grammer,20,2011,2kebNtlS7DqWE54Z66FZIt
1364,Take Over Control,Afrojack Featuring Eva Simons,20,2011,4iD3msRl5hJUBEtrQwnR4k
1365,Knee Deep,Zac Brown Band Featuring Jimmy Buffett,20,2011,60IGhnH20N82dNxKnc8jDd
1366,John,Lil Wayne Featuring Rick Ross,20,2011,0dpok9LbD1eATa5XPMardF
1367,The Cave,Mumford & Sons,20,2011,1JlssWnwFUiEzuSqw4H1V1
1368,I Wanna Go,Britney Spears,20,2011,5cCAZS9VhLGEDV4NCfieeg
1369,Colder Weather,Zac Brown Band,20,2011,3U8dHeggJ8IBe0UCb1gbyB
1370,Honey Bee,Blake Shelton,20,2011,0gY2iq0xJPRoIB1PScKSw4
1371,Just Fishin',Trace Adkins,20,2011,1ZxNwqYsJA41CKf2YEhmIK
1372,Old Alabama,Brad Paisley Featuring Alabama,20,2011,3OMpIoONQH8rSscaZLozFQ
1373,Best Love Song,T-Pain Featuring Chris Brown,20,2011,4CHLYbx8NB1LUn5WqT0SzV
1374,Where Them Girls At,David Guetta Featuring Flo Rida & Nicki Minaj,20,2011,63rbP24OzfaQCJjsHWZXnY
1375,Remind Me,Brad Paisley Duet With Carrie Underwood,20,2011,4ABua0yuWcpTotImEEJTaw
1376,Marvin & Chardonnay,Big Sean Featuring Kanye West & Roscoe Dash,20,2011,047fCsbO4NdmwCBn8pcUXl
1377,You Lie,The Band Perry,20,2011,462tT5pBVstoLcOSJsBBKw
1378,Heart Like Mine,Miranda Lambert,20,2011,4EDeBzhZMcHEx7A8IcDiaL
1379,You And Tequila,Kenny Chesney Featuring Grace Potter,20,2011,1t2hJFgJyUPD2crOafMUEk
1380,You And I,Lady Gaga,20,2011,6rkAY9rk1NTFB94QxG3LJR
1381,Written In The Stars,Tinie Tempah Featuring Eric Turner,20,2011,61HQWI1Woxup7CnGwVUsdI
1382,Hello,Martin Solveig & Dragonette,20,2011,3sl4dcqSwxHVnLfqwF2jly
1383,Am I The Only One,Dierks Bentley,20,2011,59tUXZ9dL0qkaa18WCfUnZ
1384,Made In America,Toby Keith,20,2011,7Lmwj2fe8MpGXypOuLGO2C
1385,Who Says,Selena Gomez & The Scene,20,2011,3TcL0dyCMyr0kyTTc4NLgI
1386,Are You Gonna Kiss Me Or Not,Thompson Square,20,2011,2oyJMZrw1DGvvkT2NbCZ0Y
1387,If Heaven Wasn't So Far Away,Justin Moore,20,2011,0aW7CSfoMBKBzLE7VerHyn
1388,I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey,20,2011,70ATm56tH7OrQ1zurYssz0
1389,What The Hell,Avril Lavigne,20,2011,2z4U9d5OAA4YLNXoCgioxo
1390,What Do You Want,Jerrod Niemann,20,2011,6bdDMSGOpu4u2AT4rarSDc
1391,Backseat,New Boyz Featuring The Cataracs & Dev,20,2011,4dWjQ3wEfW6KPaaxCoaPH4
1392,Here For A Good Time,George Strait,20,2011,11OFYsUK9EVJsQ6nutH32M
1393,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,20,2011,3rfhI32Il2hVRKDkuGeeen
1394,In The Dark,Dev,20,2011,0IAFmrpi9KF0PP3LONJonm
1395,Otis,Jay Z Kanye West Featuring Otis Redding,20,2011,14I61w6cyYUHiV2n28IYdP
1396,Mr. Saxobeat,Alexandra Stan,20,2011,6HTprulGfeFVrLLvfi3t8a
1397,She Ain't You,Chris Brown,20,2011,3dhvQUA0NyrAea4vQ7X6Gn
1398,Best Thing I Never Had,Beyonce,20,2011,3lBRNqXjPp2j3JMTCXDTNO
1399,Mean,Taylor Swift,19,2011,30Y4CV7A6YqtQtTTo7Ue4j
1400,"Hey, Soul Sister",Train,44,2010,4HlFJV71xXKIGcU3kRyttv
1401,Need You Now,Lady Antebellum,42,2010,11EX5yhxr9Ihl3IN1asrfK
1402,Breakeven,The Script,41,2010,285hMzLhJwHVLe9QT9qilk
1403,Haven't Met You Yet,Michael Buble,33,2010,4fIWvT19w9PR0VVBuPYpWA
1404,In My Head,Jason Derulo,33,2010,5BoIP8Eha5hwmRVURkC2Us
1405,I Like It,Enrique Iglesias Featuring Pitbull,31,2010,4nVyHATevhl5RC6Qmoko5H
1406,Telephone,Lady Gaga Featuring Beyonce,31,2010,7rl7ao5pb9BhvAzPdWStxi
1407,OMG,Usher Featuring will.i.am,30,2010,1bM50INir8voAkVoKuvEUI
1408,Airplanes,B.o.B Featuring Hayley Williams,30,2010,6lV2MSQmRIkycDScNtrBXO
1409,Whataya Want From Me,Adam Lambert,30,2010,2rDwdvBma1O1eLzo29p2cr
1410,I Gotta Feeling,The Black Eyed Peas,29,2010,2H1047e0oMSj10dgp7p2VG
1411,Bad Romance,Lady Gaga,29,2010,0SiywuOBRcynK0uKGWdCnn
1412,Cooler Than Me,Mike Posner,29,2010,2V4bv1fNWfTcyRJKmej6Sj
1413,Break Your Heart,Taio Cruz Featuring Ludacris,29,2010,1CdqVF1ywD0ZO1zXtB9yWa
1414,Animal,Neon Trees,28,2010,1fBl642IhJOE5U319Gy2Go
1415,TiK ToK,Ke$ha,28,2010,0HPD5WQqrq7wPWR7P7Dw1i
1416,Ridin' Solo,Jason Derulo,28,2010,6BaxqcoEM9r3LXisTyJjST
1417,Billionaire,Travie McCoy Featuring Bruno Mars,28,2010,2qPUnoasNe4Ep43emVXEig
1418,Your Love Is My Drug,Ke$ha,28,2010,6vc2Jq2vaGu8z326kSrw92
1419,Nothin' On You,B.o.B Featuring Bruno Mars,28,2010,59dLtGBS26x7kc0rHbaPrq
