rank,title,artist,image,last week,peak position,weeks on chart,detail,date,weeks at no.1
36,Around The Way Girl,LL Cool J,https://charts-static.billboard.com/img/1990/12/ll-cool-j-vs1-53x53.jpg,41,36,6,up,1991-01-05,
37,All The Man That I Need,Whitney Houston,https://charts-static.billboard.com/img/1990/12/whitney-houston-m52-53x53.jpg,53,37,3,up,1991-01-05,
38,Does She Love That Man?,Breathe Featuring David Glasper,Not supported yet,43,38,8,up,1991-01-05,
39,Where Does My Heart Beat Now,Celine Dion,https://charts-static.billboard.com/img/1990/10/celine-dion-0hi-53x53.jpg,51,39,5,up,1991-01-05,
40,I Saw Red,Warrant,https://charts-static.billboard.com/img/1990/12/warrant-kvs-53x53.jpg,46,40,6,up,1991-01-05,
41,Unchained Melody,The Righteous Brothers,https://charts-static.billboard.com/img/1990/10/the-righteous-brothers-ch4-53x53.jpg,40,19,14,down,1991-01-05,
42,The Ghetto,Too $hort,https://charts-static.billboard.com/img/1990/11/too-short-9dc-53x53.jpg,44,42,8,up,1991-01-05,
43,You Gotta Love Someone,Elton John,https://charts-static.billboard.com/img/1990/11/elton-john-qls-53x53.jpg,45,43,7,up,1991-01-05,
44,Love Makes Things Happen,Pebbles,https://charts-static.billboard.com/img/1990/12/pebbles-hm1-53x53.jpg,55,44,6,up,1991-01-05,
45,Fairweather Friend,Johnny Gill,https://charts-static.billboard.com/img/1990/08/johnny-gill-g85-53x53.jpg,31,28,12,down,1991-01-05,
46,The Shoop Shoop Song (It's In His Kiss),Cher,https://charts-static.billboard.com/img/1990/11/cher-n7y-53x53.jpg,49,46,7,up,1991-01-05,
47,Pray,M.C. Hammer,Not supported yet,47,2,15,same,1991-01-05,
48,Heat Of The Moment,After 7,https://charts-static.billboard.com/img/1989/07/after-7-zay-53x53.jpg,62,48,19,up,1991-01-05,
49,Wicked Game,Chris Isaak,https://charts-static.billboard.com/img/1990/12/chris-isaak-o06-53x53.jpg,64,49,6,up,1991-01-05,
50,Candy,Iggy Pop With Kate Pierson,https://charts-static.billboard.com/img/1990/09/kate-pierson-0s7-53x53.jpg,61,50,7,up,1991-01-05,
51,If You Needed Somebody,Bad Company,https://charts-static.billboard.com/img/1990/11/bad-company-h37-53x53.jpg,56,51,9,up,1991-01-05,
52,Ice Ice Baby,Vanilla Ice,https://charts-static.billboard.com/img/1990/09/vanilla-ice-yb6-53x53.jpg,35,1,18,down,1991-01-05,
53,I Don't Know Anybody Else,Black Box,https://charts-static.billboard.com/img/1990/11/black-box-o7p-53x53.jpg,68,53,5,up,1991-01-05,
54,New York Minute,Don Henley,https://charts-static.billboard.com/img/1990/11/don-henley-4ps-53x53.jpg,48,48,9,down,1991-01-05,
55,Moneytalks,AC/DC,https://charts-static.billboard.com/img/1990/11/ac-dc-3eb-53x53.jpg,60,55,5,up,1991-01-05,
56,World In My Eyes,Depeche Mode,https://charts-static.billboard.com/img/1990/09/depeche-mode-eu1-53x53.jpg,52,52,7,down,1991-01-05,
57,Knockin' Boots,Candyman,https://charts-static.billboard.com/img/1990/09/candyman-gw9-53x53.jpg,38,9,19,down,1991-01-05,
58,No Matter What,George LaMond (Duet With Brenda K. Starr),https://charts-static.billboard.com/img/1990/12/george-lamond-vmj-53x53.jpg,58,58,6,same,1991-01-05,
59,So Close,Daryl Hall John Oates,Not supported yet,42,11,15,down,1991-01-05,
60,Shelter Me,Cinderella,https://charts-static.billboard.com/img/1990/12/cinderella-o6c-53x53.jpg,67,60,5,up,1991-01-05,
61,My Love Is A Fire,Donny Osmond,https://charts-static.billboard.com/img/1990/10/donny-osmond-8ko-53x53.jpg,37,21,13,down,1991-01-05,
62,Show Me The Way,Styx,https://charts-static.billboard.com/img/1990/12/styx-2ra-53x53.jpg,74,62,5,up,1991-01-05,
63,B.B.D. (I Thought It Was Me)?,Bell Biv DeVoe,https://charts-static.billboard.com/img/1990/09/bell-biv-devoe-221-53x53.jpg,57,26,13,down,1991-01-05,
64,I Wanna Get With U,Guy,https://charts-static.billboard.com/img/1990/11/guy-2kl-53x53.jpg,65,50,9,up,1991-01-05,
65,Give It To Me Good,Trixter,https://charts-static.billboard.com/img/1990/09/trixter-3ab-53x53.jpg,73,65,6,up,1991-01-05,
66,Go For It! (Heart And Fire),Joey B. Ellis & Tynetta Hare,Not supported yet,70,66,5,up,1991-01-05,
67,It Never Rains (In Southern California),Tony Toni Tone,Not supported yet,66,66,3,down,1991-01-05,
68,Round And Round,Tevin Campbell,https://charts-static.billboard.com/img/1990/10/tevin-campbell-l6u-53x53.jpg,75,68,5,up,1991-01-05,
69,House Full Of Reasons,Jude Cole,https://charts-static.billboard.com/img/1990/12/jude-cole-78y-53x53.jpg,71,69,6,up,1991-01-05,
70,One More Try,Timmy T.,Not supported yet,92,70,3,up,1991-01-05,
71,Close To You,Maxi Priest,https://charts-static.billboard.com/img/1988/10/maxi-priest-myk-53x53.jpg,63,1,28,down,1991-01-05,
72,Hard To Handle,The Black Crowes,https://charts-static.billboard.com/img/1990/10/the-black-crowes-rvj-53x53.jpg,50,45,11,down,1991-01-05,
73,Just A Little Bit Longer,Maxi Priest,https://charts-static.billboard.com/img/1990/11/maxi-priest-k3c-53x53.jpg,77,73,5,up,1991-01-05,
74,Get Here,Oleta Adams,https://charts-static.billboard.com/img/1990/11/oleta-adams-ivq-53x53.jpg,79,74,4,up,1991-01-05,
75,Deeper Shade Of Soul,Urban Dance Squad,https://charts-static.billboard.com/img/1990/12/urban-dance-squad-jip-53x53.jpg,78,75,4,up,1991-01-05,
76,I Don't Have The Heart,James Ingram,https://charts-static.billboard.com/img/1990/06/james-ingram-399-53x53.jpg,59,1,23,down,1991-01-05,
77,This Is Ponderous,2nu,Not supported yet,86,77,3,up,1991-01-05,
78,Hippychick,Soho,Not supported yet,54,14,18,down,1991-01-05,
79,This House,Tracie Spencer,https://charts-static.billboard.com/img/1990/12/tracie-spencer-r57-53x53.jpg,89,79,3,up,1991-01-05,
80,Cherry Pie,Warrant,https://charts-static.billboard.com/img/1990/09/warrant-kvs-53x53.jpg,81,10,18,up,1991-01-05,
81,Think,Information Society,https://charts-static.billboard.com/img/1990/10/information-society-mr0-53x53.jpg,72,28,14,down,1991-01-05,
82,Melt In Your Mouth,Candyman,https://charts-static.billboard.com/img/1990/12/candyman-gw9-53x53.jpg,85,82,4,up,1991-01-05,
83,Use It Up And Wear It Out,Pat & Mick,Not supported yet,84,83,4,up,1991-01-05,
84,Can't Stop,After 7,https://charts-static.billboard.com/img/1989/07/after-7-zay-53x53.jpg,69,6,24,down,1991-01-05,
85,Here Comes The Hammer,M.C. Hammer,Not supported yet,,,,new,1991-01-05,
86,Spend My Life,Slaughter,https://charts-static.billboard.com/img/1990/12/slaughter-qe6-53x53.jpg,96,86,3,up,1991-01-05,
87,Giving You The Benefit,Pebbles,https://charts-static.billboard.com/img/1990/08/pebbles-hm1-53x53.jpg,76,4,21,down,1991-01-05,
88,Crash (Have Some Fun),TKA Featuring Michelle Visage,https://charts-static.billboard.com/img/1990/11/tka-ipu-53x53.jpg,82,80,6,down,1991-01-05,
89,Signs,Tesla,https://charts-static.billboard.com/img/1990/11/tesla-trh-53x53.jpg,,,,new,1991-01-05,
90,The Swalk,Notorious,Not supported yet,90,90,4,same,1991-01-05,
91,Remember My Name,House Of Lords,https://charts-static.billboard.com/img/1991/01/house-of-lords-6px-53x53.jpg,,,,new,1991-01-05,
92,The Obvious Child,Paul Simon,https://charts-static.billboard.com/img/1990/12/paul-simon-3qi-53x53.jpg,93,92,4,up,1991-01-05,
93,I've Been Waiting For You,Guys Next Door,Not supported yet,,,,new,1991-01-05,
94,Missunderstanding,Al B. Sure!,https://charts-static.billboard.com/img/1990/09/al-b-sure-a96-53x53.jpg,88,42,13,down,1991-01-05,
95,Don't Hold Back Your Love,Daryl Hall John Oates,Not supported yet,,,,new,1991-01-05,
96,Power Of Love,Deee-Lite,https://charts-static.billboard.com/img/1991/01/deee-lite-smb-53x53.jpg,,,,new,1991-01-05,
97,I Found Love,The Party,Not supported yet,91,79,10,down,1991-01-05,
98,Lyin' To Myself,David Cassidy,https://charts-static.billboard.com/img/1990/09/david-cassidy-szp-53x53.jpg,87,27,16,down,1991-01-05,
99,And So It Goes,Billy Joel,https://charts-static.billboard.com/img/1990/07/billy-joel-9l9-53x53.jpg,80,37,12,down,1991-01-05,
100,Joey,Concrete Blonde,https://charts-static.billboard.com/img/1990/08/concrete-blonde-5ny-53x53.jpg,83,19,21,down,1991-01-05,
1,Justify My Love,Madonna,https://charts-static.billboard.com/img/1990/11/madonna-rq3-53x53.jpg,1,1,9,same,1991-01-12,2
2,Because I Love You (The Postman Song),Stevie B,https://charts-static.billboard.com/img/1990/10/stevie-b-ir7-53x53.jpg,2,1,15,same,1991-01-12,
3,High Enough,Damn Yankees,https://charts-static.billboard.com/img/1990/09/damn-yankees-fey-53x53.jpg,4,3,17,up,1991-01-12,
4,Love Will Never Do (Without You),Janet Jackson,https://charts-static.billboard.com/img/1990/11/janet-jackson-9z4-53x53.jpg,7,4,9,up,1991-01-12,
5,From A Distance,Bette Midler,https://charts-static.billboard.com/img/2000/01/bette-midler-7sa-53x53.jpg,3,2,15,down,1991-01-12,
6,Tom's Diner,DNA Featuring Suzanne Vega,https://charts-static.billboard.com/img/1990/09/dna-as0-53x53.jpg,5,5,15,down,1991-01-12,
7,The First Time,Surface,https://charts-static.billboard.com/img/1990/11/surface-nbv-53x53.jpg,9,7,11,up,1991-01-12,
8,Sensitivity,Ralph Tresvant,https://charts-static.billboard.com/img/1990/10/ralph-tresvant-dhx-53x53.jpg,8,8,11,same,1991-01-12,
9,Impulsive,Wilson Phillips,https://charts-static.billboard.com/img/1990/10/wilson-phillips-uks-53x53.jpg,6,4,14,down,1991-01-12,
10,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,Not supported yet,11,10,9,up,1991-01-12,
11,Play That Funky Music,Vanilla Ice,https://charts-static.billboard.com/img/1990/12/vanilla-ice-yb6-53x53.jpg,14,11,6,up,1991-01-12,
12,Miles Away,Winger,https://charts-static.billboard.com/img/1990/10/winger-7l9-53x53.jpg,13,12,14,up,1991-01-12,
13,I'm Your Baby Tonight,Whitney Houston,https://charts-static.billboard.com/img/1990/10/whitney-houston-m52-53x53.jpg,10,1,13,down,1991-01-12,
14,After The Rain,Nelson,https://charts-static.billboard.com/img/1990/11/nelson-jbe-53x53.jpg,16,14,11,up,1991-01-12,
15,The Way You Do The Things You Do,UB40,https://charts-static.billboard.com/img/1990/09/ub40-8p0-53x53.jpg,15,6,18,same,1991-01-12,
16,Freedom,George Michael,https://charts-static.billboard.com/img/1990/10/george-michael-6b3-53x53.jpg,12,8,12,down,1991-01-12,
17,I'm Not In Love,Will To Power,https://charts-static.billboard.com/img/1990/11/will-to-power-uz5-53x53.jpg,20,17,9,up,1991-01-12,
18,Something To Believe In,Poison,https://charts-static.billboard.com/img/1990/10/poison-r52-53x53.jpg,17,4,15,down,1991-01-12,
19,Just Another Dream,Cathy Dennis,https://charts-static.billboard.com/img/1990/10/cathy-dennis-jqj-53x53.jpg,21,19,12,up,1991-01-12,
20,Love Takes Time,Mariah Carey,https://charts-static.billboard.com/img/1990/09/mariah-carey-tgq-53x53.jpg,19,1,18,down,1991-01-12,
21,For You,The Outfield,https://charts-static.billboard.com/img/1990/11/the-outfield-3ce-53x53.jpg,24,21,11,up,1991-01-12,
22,"Miracle (From ""Young Guns II"")",Jon Bon Jovi,https://charts-static.billboard.com/img/1990/10/jon-bon-jovi-wuy-53x53.jpg,18,12,12,down,1991-01-12,
23,Hang In Long Enough,Phil Collins,https://charts-static.billboard.com/img/1990/11/phil-collins-zdh-53x53.jpg,25,23,10,up,1991-01-12,
24,Groove Is In The Heart,Deee-Lite,https://charts-static.billboard.com/img/1990/09/deee-lite-smb-53x53.jpg,23,4,18,down,1991-01-12,
25,One And Only Man,Steve Winwood,https://charts-static.billboard.com/img/1990/11/steve-winwood-6hs-53x53.jpg,22,18,11,down,1991-01-12,
26,Anything Is Possible,Debbie Gibson,https://charts-static.billboard.com/img/1990/11/debbie-gibson-jzw-53x53.jpg,28,26,9,up,1991-01-12,
27,Wiggle It,2 In A Room,Not supported yet,26,15,15,down,1991-01-12,
28,I'll Give All My Love To You,Keith Sweat,https://charts-static.billboard.com/img/1990/12/keith-sweat-9fm-53x53.jpg,29,28,7,up,1991-01-12,
29,On The Way Up,Elisa Fiorillo,https://charts-static.billboard.com/img/1990/09/elisa-fiorillo-ub2-53x53.jpg,27,27,16,down,1991-01-12,
30,You're Amazing,Robert Palmer,https://charts-static.billboard.com/img/1990/11/robert-palmer-i8q-53x53.jpg,30,30,9,same,1991-01-12,
31,Disappear,INXS,https://charts-static.billboard.com/img/1990/11/inxs-lxc-53x53.jpg,32,31,8,up,1991-01-12,
32,Gentle,Dino,Not supported yet,31,31,10,down,1991-01-12,
33,All The Man That I Need,Whitney Houston,https://charts-static.billboard.com/img/1990/12/whitney-houston-m52-53x53.jpg,37,33,4,up,1991-01-12,
34,Around The Way Girl,LL Cool J,https://charts-static.billboard.com/img/1990/12/ll-cool-j-vs1-53x53.jpg,36,34,7,up,1991-01-12,
35,I Saw Red,Warrant,https://charts-static.billboard.com/img/1990/12/warrant-kvs-53x53.jpg,40,35,7,up,1991-01-12,
36,Where Does My Heart Beat Now,Celine Dion,https://charts-static.billboard.com/img/1990/10/celine-dion-0hi-53x53.jpg,39,36,6,up,1991-01-12,
37,Does She Love That Man?,Breathe Featuring David Glasper,Not supported yet,38,37,9,up,1991-01-12,
38,Stranded,Heart,https://charts-static.billboard.com/img/1990/09/heart-2lh-53x53.jpg,35,13,17,down,1991-01-12,
39,Feels Good,Tony Toni Tone,Not supported yet,33,9,20,down,1991-01-12,
40,Love Makes Things Happen,Pebbles,https://charts-static.billboard.com/img/1990/12/pebbles-hm1-53x53.jpg,44,40,7,up,1991-01-12,
41,The Shoop Shoop Song (It's In His Kiss),Cher,https://charts-static.billboard.com/img/1990/11/cher-n7y-53x53.jpg,46,41,8,up,1991-01-12,
42,More Than Words Can Say,Alias,https://charts-static.billboard.com/img/1990/09/alias-nwj-53x53.jpg,34,2,19,down,1991-01-12,
43,You Gotta Love Someone,Elton John,https://charts-static.billboard.com/img/1990/11/elton-john-qls-53x53.jpg,43,43,8,same,1991-01-12,
44,The Ghetto,Too $hort,https://charts-static.billboard.com/img/1990/11/too-short-9dc-53x53.jpg,42,42,9,down,1991-01-12,
45,I Don't Know Anybody Else,Black Box,https://charts-static.billboard.com/img/1990/11/black-box-o7p-53x53.jpg,53,45,6,up,1991-01-12,
46,Candy,Iggy Pop With Kate Pierson,https://charts-static.billboard.com/img/1990/09/kate-pierson-0s7-53x53.jpg,50,46,8,up,1991-01-12,
47,Wicked Game,Chris Isaak,https://charts-static.billboard.com/img/1990/12/chris-isaak-o06-53x53.jpg,49,47,7,up,1991-01-12,
48,Heat Of The Moment,After 7,https://charts-static.billboard.com/img/1989/07/after-7-zay-53x53.jpg,48,48,20,same,1991-01-12,
49,Unchained Melody,The Righteous Brothers,https://charts-static.billboard.com/img/1990/10/the-righteous-brothers-ch4-53x53.jpg,41,19,15,down,1991-01-12,
50,Fairweather Friend,Johnny Gill,https://charts-static.billboard.com/img/1990/08/johnny-gill-g85-53x53.jpg,45,28,13,down,1991-01-12,
51,If You Needed Somebody,Bad Company,https://charts-static.billboard.com/img/1990/11/bad-company-h37-53x53.jpg,51,51,10,same,1991-01-12,
52,Pray,M.C. Hammer,Not supported yet,47,2,16,down,1991-01-12,
53,Moneytalks,AC/DC,https://charts-static.billboard.com/img/1990/11/ac-dc-3eb-53x53.jpg,55,53,6,up,1991-01-12,
54,New York Minute,Don Henley,https://charts-static.billboard.com/img/1990/11/don-henley-4ps-53x53.jpg,54,48,10,same,1991-01-12,
55,Ice Ice Baby,Vanilla Ice,https://charts-static.billboard.com/img/1990/09/vanilla-ice-yb6-53x53.jpg,52,1,19,down,1991-01-12,
56,No Matter What,George LaMond (Duet With Brenda K. Starr),https://charts-static.billboard.com/img/1990/12/george-lamond-vmj-53x53.jpg,58,56,7,up,1991-01-12,
57,World In My Eyes,Depeche Mode,https://charts-static.billboard.com/img/1990/09/depeche-mode-eu1-53x53.jpg,56,52,8,down,1991-01-12,
58,Shelter Me,Cinderella,https://charts-static.billboard.com/img/1990/12/cinderella-o6c-53x53.jpg,60,58,6,up,1991-01-12,
59,So Close,Daryl Hall John Oates,Not supported yet,59,11,16,same,1991-01-12,
60,My Love Is A Fire,Donny Osmond,https://charts-static.billboard.com/img/1990/10/donny-osmond-8ko-53x53.jpg,61,21,14,up,1991-01-12,
61,It Never Rains (In Southern California),Tony Toni Tone,Not supported yet,67,61,4,up,1991-01-12,
62,Show Me The Way,Styx,https://charts-static.billboard.com/img/1990/12/styx-2ra-53x53.jpg,62,62,6,same,1991-01-12,
63,One More Try,Timmy T.,Not supported yet,70,63,4,up,1991-01-12,
64,I Wanna Get With U,Guy,https://charts-static.billboard.com/img/1990/11/guy-2kl-53x53.jpg,64,50,10,same,1991-01-12,
65,Give It To Me Good,Trixter,https://charts-static.billboard.com/img/1990/09/trixter-3ab-53x53.jpg,65,65,7,same,1991-01-12,
66,B.B.D. (I Thought It Was Me)?,Bell Biv DeVoe,https://charts-static.billboard.com/img/1990/09/bell-biv-devoe-221-53x53.jpg,63,26,14,down,1991-01-12,
67,Get Here,Oleta Adams,https://charts-static.billboard.com/img/1990/11/oleta-adams-ivq-53x53.jpg,74,67,5,up,1991-01-12,
68,Knockin' Boots,Candyman,https://charts-static.billboard.com/img/1990/09/candyman-gw9-53x53.jpg,57,9,20,down,1991-01-12,
69,Deeper Shade Of Soul,Urban Dance Squad,https://charts-static.billboard.com/img/1990/12/urban-dance-squad-jip-53x53.jpg,75,69,5,up,1991-01-12,
70,House Full Of Reasons,Jude Cole,https://charts-static.billboard.com/img/1990/12/jude-cole-78y-53x53.jpg,69,69,7,down,1991-01-12,
71,Round And Round,Tevin Campbell,https://charts-static.billboard.com/img/1990/10/tevin-campbell-l6u-53x53.jpg,68,68,6,down,1991-01-12,
72,Just A Little Bit Longer,Maxi Priest,https://charts-static.billboard.com/img/1990/11/maxi-priest-k3c-53x53.jpg,73,72,6,up,1991-01-12,
73,This House,Tracie Spencer,https://charts-static.billboard.com/img/1990/12/tracie-spencer-r57-53x53.jpg,79,73,4,up,1991-01-12,
74,Go For It! (Heart And Fire),Joey B. Ellis & Tynetta Hare,Not supported yet,66,66,6,down,1991-01-12,
75,Hard To Handle,The Black Crowes,https://charts-static.billboard.com/img/1990/10/the-black-crowes-rvj-53x53.jpg,72,45,12,down,1991-01-12,
76,This Is Ponderous,2nu,Not supported yet,77,76,4,up,1991-01-12,
77,Close To You,Maxi Priest,https://charts-static.billboard.com/img/1988/10/maxi-priest-myk-53x53.jpg,71,1,29,down,1991-01-12,
78,Iesha,Another Bad Creation,https://charts-static.billboard.com/img/1990/11/another-bad-creation-7qx-53x53.jpg,,,,new,1991-01-12,
79,Spend My Life,Slaughter,https://charts-static.billboard.com/img/1990/12/slaughter-qe6-53x53.jpg,86,79,4,up,1991-01-12,
80,I Don't Have The Heart,James Ingram,https://charts-static.billboard.com/img/1990/06/james-ingram-399-53x53.jpg,76,1,24,down,1991-01-12,
81,Use It Up And Wear It Out,Pat & Mick,Not supported yet,83,81,5,up,1991-01-12,
82,Melt In Your Mouth,Candyman,https://charts-static.billboard.com/img/1990/12/candyman-gw9-53x53.jpg,82,82,5,same,1991-01-12,
83,Here Comes The Hammer,M.C. Hammer,Not supported yet,85,83,2,up,1991-01-12,
84,Hippychick,Soho,Not supported yet,78,14,19,down,1991-01-12,
85,Think,Information Society,https://charts-static.billboard.com/img/1990/10/information-society-mr0-53x53.jpg,81,28,15,down,1991-01-12,
86,Can't Stop,After 7,https://charts-static.billboard.com/img/1989/07/after-7-zay-53x53.jpg,84,6,25,down,1991-01-12,
87,I'll Do 4 U,Father M.C.,Not supported yet,,,,new,1991-01-12,
88,Signs,Tesla,https://charts-static.billboard.com/img/1990/11/tesla-trh-53x53.jpg,89,88,2,up,1991-01-12,
89,Cherry Pie,Warrant,https://charts-static.billboard.com/img/1990/09/warrant-kvs-53x53.jpg,80,10,19,down,1991-01-12,
90,Crash (Have Some Fun),TKA Featuring Michelle Visage,https://charts-static.billboard.com/img/1990/11/tka-ipu-53x53.jpg,88,80,7,down,1991-01-12,
91,Remember My Name,House Of Lords,https://charts-static.billboard.com/img/1991/01/house-of-lords-6px-53x53.jpg,91,91,2,same,1991-01-12,
92,Something In My Heart,Michel'le,https://charts-static.billboard.com/img/1990/11/michelle-t9z-53x53.jpg,,,,new,1991-01-12,
93,I've Been Waiting For You,Guys Next Door,Not supported yet,93,93,2,same,1991-01-12,
94,Giving You The Benefit,Pebbles,https://charts-static.billboard.com/img/1990/08/pebbles-hm1-53x53.jpg,87,4,22,down,1991-01-12,
95,Don't Hold Back Your Love,Daryl Hall John Oates,Not supported yet,95,95,2,same,1991-01-12,
96,Power Of Love,Deee-Lite,https://charts-static.billboard.com/img/1991/01/deee-lite-smb-53x53.jpg,96,96,2,same,1991-01-12,
97,The Swalk,Notorious,Not supported yet,90,90,5,down,1991-01-12,
98,The Obvious Child,Paul Simon,https://charts-static.billboard.com/img/1990/12/paul-simon-3qi-53x53.jpg,92,92,5,down,1991-01-12,
99,Missunderstanding,Al B. Sure!,https://charts-static.billboard.com/img/1990/09/al-b-sure-a96-53x53.jpg,94,42,14,down,1991-01-12,
100,I Found Love,The Party,Not supported yet,97,79,11,down,1991-01-12,
1,Love Will Never Do (Without You),Janet Jackson,https://charts-static.billboard.com/img/1990/11/janet-jackson-9z4-53x53.jpg,4,1,10,up,1991-01-19,
2,Justify My Love,Madonna,https://charts-static.billboard.com/img/1990/11/madonna-rq3-53x53.jpg,1,1,10,down,1991-01-19,
3,High Enough,Damn Yankees,https://charts-static.billboard.com/img/1990/09/damn-yankees-fey-53x53.jpg,3,3,18,same,1991-01-19,
4,The First Time,Surface,https://charts-static.billboard.com/img/1990/11/surface-nbv-53x53.jpg,7,4,12,up,1991-01-19,
5,Sensitivity,Ralph Tresvant,https://charts-static.billboard.com/img/1990/10/ralph-tresvant-dhx-53x53.jpg,8,5,12,up,1991-01-19,
6,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,Not supported yet,10,6,10,up,1991-01-19,
7,Play That Funky Music,Vanilla Ice,https://charts-static.billboard.com/img/1990/12/vanilla-ice-yb6-53x53.jpg,11,7,7,up,1991-01-19,
8,Because I Love You (The Postman Song),Stevie B,https://charts-static.billboard.com/img/1990/10/stevie-b-ir7-53x53.jpg,2,1,16,down,1991-01-19,
9,After The Rain,Nelson,https://charts-static.billboard.com/img/1990/11/nelson-jbe-53x53.jpg,14,9,12,up,1991-01-19,
10,From A Distance,Bette Midler,https://charts-static.billboard.com/img/2000/01/bette-midler-7sa-53x53.jpg,5,2,16,down,1991-01-19,
