rank,title,artist,image,weeks at no.1,last week,peak position,weeks on chart,detail,date
17,Where Do You Go,No Mercy,https://charts-static.billboard.com/img/1996/06/no-mercy-8am-53x53.jpg,,13,5,27,down,1997-01-04
18,What Kind Of Man Would I Be,Mint Condition,https://charts-static.billboard.com/img/1996/08/mint-condition-ao8-53x53.jpg,,19,17,18,up,1997-01-04
19,No Time,Lil' Kim Featuring Puff Daddy,https://charts-static.billboard.com/img/1996/10/lil-kim-nk8-53x53.jpg,,20,19,9,up,1997-01-04
20,I Love You Always Forever,Donna Lewis,https://charts-static.billboard.com/img/1996/06/donna-lewis-7dh-53x53.jpg,,18,2,29,down,1997-01-04
21,This Is For The Lover In You,"Babyface Featuring LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels",https://charts-static.billboard.com/img/1996/10/babyface-isu-53x53.jpg,,21,6,11,same,1997-01-04
22,Falling,Montell Jordan,https://charts-static.billboard.com/img/1996/09/montell-jordan-27n-53x53.jpg,,22,18,14,same,1997-01-04
23,Street Dreams,Nas,https://charts-static.billboard.com/img/1996/10/nas-w6t-53x53.jpg,,27,23,9,up,1997-01-04
24,"You Must Love Me (From ""Evita"")",Madonna,https://charts-static.billboard.com/img/1996/10/madonna-rq3-53x53.jpg,,28,18,8,up,1997-01-04
25,Twisted,Keith Sweat,https://charts-static.billboard.com/img/2017/05/keith-sweat-53x53.jpg,,23,2,29,down,1997-01-04
26,Cold Rock A Party,MC Lyte,https://charts-static.billboard.com/img/1996/11/mc-lyte-mga-53x53.jpg,,31,26,6,up,1997-01-04
27,"Tell Me (From ""Eddie"")",Dru Hill,https://charts-static.billboard.com/img/1996/07/dru-hill-s7t-53x53.jpg,,24,18,19,down,1997-01-04
28,Foolish Games/You Were Meant For Me,Jewel,https://charts-static.billboard.com/img/1996/11/jewel-b5q-53x53.jpg,,33,28,6,up,1997-01-04
29,Change The World,Eric Clapton,https://charts-static.billboard.com/img/1996/06/eric-clapton-uz8-53x53.jpg,,25,5,25,down,1997-01-04
30,This Is Your Night,Amber,Not supported yet,,26,25,30,down,1997-01-04
31,Ooh Aah... Just A Little Bit,Gina G,Not supported yet,,34,31,6,up,1997-01-04
32,You're Makin' Me High/Let It Flow,Toni Braxton,https://charts-static.billboard.com/img/1840/12/toni-braxton-asw-53x53.jpg,,30,1,31,down,1997-01-04
33,Come See Me,112,https://charts-static.billboard.com/img/1996/10/112-9qc-53x53.jpg,,39,33,9,up,1997-01-04
34,Between You And Me,dc Talk,https://charts-static.billboard.com/img/1996/10/dc-talk-b3f-53x53.jpg,,29,29,8,down,1997-01-04
35,Steelo,702,https://charts-static.billboard.com/img/1996/08/702-0hh-53x53.jpg,,36,32,17,up,1997-01-04
36,ATLiens,OutKast,https://charts-static.billboard.com/img/1996/09/outkast-294-53x53.jpg,,40,36,6,up,1997-01-04
37,Counting Blue Cars,Dishwalla,https://charts-static.billboard.com/img/1996/03/dishwalla-d7l-53x53.jpg,,32,15,40,down,1997-01-04
38,Never Leave Me Alone,Nate Dogg Featuring Snoop Doggy Dogg,https://charts-static.billboard.com/img/1996/10/nate-dogg-zxw-53x53.jpg,,41,33,9,up,1997-01-04
39,Key West Intermezzo (I Saw You First),John Mellencamp,https://charts-static.billboard.com/img/1996/08/john-mellencamp-tnp-53x53.jpg,,35,14,19,down,1997-01-04
40,You Learn/You Oughta Know,Alanis Morissette,https://charts-static.billboard.com/img/1996/05/alanis-morissette-xap-53x53.jpg,,37,6,24,down,1997-01-04
41,"Space Jam (From ""Space Jam"")",Quad City DJ's,https://charts-static.billboard.com/img/1996/12/quad-city-djs-3b1-53x53.jpg,,56,41,3,up,1997-01-04
42,When You're Gone/Free To Decide,The Cranberries,https://charts-static.billboard.com/img/1996/11/the-cranberries-gie-53x53.jpg,,44,42,7,up,1997-01-04
43,Let's Make A Night To Remember,Bryan Adams,https://charts-static.billboard.com/img/1996/08/bryan-adams-xrt-53x53.jpg,,42,24,19,down,1997-01-04
44,Bow Down,Westside Connection,https://charts-static.billboard.com/img/1996/09/westside-connection-0a0-53x53.jpg,,45,21,15,up,1997-01-04
45,My Boo,Ghost Town DJ's,Not supported yet,,38,31,27,down,1997-01-04
46,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")",Mack 10 & Tha Dogg Pound,https:https://charts-static.billboard.com/img/1996/12/mack-10-7kd.jpg,,47,46,4,up,1997-01-04
47,Thirty-Three,The Smashing Pumpkins,https://charts-static.billboard.com/img/1996/11/the-smashing-pumpkins-5n1-53x53.jpg,,49,47,6,up,1997-01-04
48,Loungin,LL Cool J,https://charts-static.billboard.com/img/1996/06/ll-cool-j-vs1-53x53.jpg,,43,3,27,down,1997-01-04
49,Knocks Me Off My Feet,Donell Jones,https:https://charts-static.billboard.com/img/1996/09/donell-jones-oeo-53x53.jpg,,51,49,10,up,1997-01-04
50,"Missing You (From ""Set It Off"")","Brandy, Tamia, Gladys Knight & Chaka Khan",https://charts-static.billboard.com/img/1996/08/brandy-khx-53x53.jpg,,54,25,20,up,1997-01-04
51,If Your Girl Only Knew,Aaliyah,https://charts-static.billboard.com/img/1996/08/aaliyah-3rl-53x53.jpg,,53,11,19,up,1997-01-04
52,Without Love,Donna Lewis,https://charts-static.billboard.com/img/1996/12/donna-lewis-7dh-53x53.jpg,,52,52,4,same,1997-01-04
53,I Like It,The Blackout Allstars,Not supported yet,,59,53,5,up,1997-01-04
54,I'm Not Giving You Up,Gloria Estefan,https://charts-static.billboard.com/img/1996/12/gloria-estefan-7bs-53x53.jpg,,57,54,5,up,1997-01-04
55,If We Fall In Love Tonight,Rod Stewart,https://charts-static.billboard.com/img/1996/11/rod-stewart-icm-53x53.jpg,,55,55,8,same,1997-01-04
56,It's Your Body,Johnny Gill Featuring Roger Troutman,https://charts-static.billboard.com/img/1996/11/roger-troutman-pmp-53x53.jpg,,63,56,4,up,1997-01-04
57,Macarena Christmas,Los Del Rio,https://charts-static.billboard.com/img/1996/12/los-del-rio-90v-53x53.jpg,,66,57,3,up,1997-01-04
58,Little Bitty,Alan Jackson,https://charts-static.billboard.com/img/1996/10/alan-jackson-pbl-53x53.jpg,,60,58,8,up,1997-01-04
59,When Boy Meets Girl,Total,https://charts-static.billboard.com/img/1996/10/total-ssp-53x53.jpg,,61,50,11,up,1997-01-04
60,"How Could You (From ""Bulletproof"")",K-Ci & JoJo,https://charts-static.billboard.com/img/1996/10/k-ci-jojo-9uq-53x53.jpg,,58,53,8,down,1997-01-04
61,"Ain't Nobody (From ""Beavis And Butt-Head Do America"")",LL Cool J,https://charts-static.billboard.com/img/1996/11/ll-cool-j-vs1-53x53.jpg,,98,61,2,up,1997-01-04
62,Barely Breathing,Duncan Sheik,https://charts-static.billboard.com/img/1840/12/duncan-sheik-4ex-53x53.jpg,,62,62,6,same,1997-01-04
63,Desperately Wanting,Better Than Ezra,https://charts-static.billboard.com/img/1996/11/better-than-ezra-dte-53x53.jpg,,64,63,3,up,1997-01-04
64,I Fell In Love,Rockell,https://charts-static.billboard.com/img/1996/10/rockell-auc-53x53.jpg,,65,64,9,up,1997-01-04
65,Sittin' On Top Of The World,Da Brat,https://charts-static.billboard.com/img/1996/09/da-brat-jtp-53x53.jpg,,67,30,13,up,1997-01-04
66,Hero Of The Day,Metallica,https://charts-static.billboard.com/img/1996/09/metallica-b7f-53x53.jpg,,73,66,9,up,1997-01-04
67,"Bohemian Rhapsody (From ""High School High"")",The Braids,Not supported yet,,68,42,12,up,1997-01-04
68,The Moment,Kenny G,https://charts-static.billboard.com/img/1996/10/kenny-g-r4k-53x53.jpg,,69,63,8,up,1997-01-04
69,Naked Eye,Luscious Jackson,https://charts-static.billboard.com/img/1996/10/luscious-jackson-dca-53x53.jpg,,79,69,3,up,1997-01-04
70,Sugar Honey Ice Tea,Goodfellaz,Not supported yet,,78,70,4,up,1997-01-04
71,Hit Me Off,New Edition,https://charts-static.billboard.com/img/1996/07/new-edition-669-53x53.jpg,,87,3,19,up,1997-01-04
72,Jellyhead,Crush,Not supported yet,,72,72,21,same,1997-01-04
73,Bittersweet Me,R.E.M.,https://charts-static.billboard.com/img/1996/10/rem-w4l-53x53.jpg,,70,46,8,down,1997-01-04
74,Let's Ride,Richie Rich,https://charts-static.billboard.com/img/1996/11/richie-rich-t2j-53x53.jpg,,74,74,6,same,1997-01-04
75,God Bless The Child,Shania Twain,https://charts-static.billboard.com/img/1996/11/shania-twain-aes-53x53.jpg,,80,75,2,up,1997-01-04
76,Tonight Is The Night,Le Click,Not supported yet,,76,75,18,same,1997-01-04
77,Nowhere To Go,Melissa Etheridge,https://charts-static.billboard.com/img/1996/08/melissa-etheridge-sqm-53x53.jpg,,77,40,13,same,1997-01-04
78,Every Light In The House,Trace Adkins,https://charts-static.billboard.com/img/1996/08/trace-adkins-bo9-53x53.jpg,,86,78,7,up,1997-01-04
79,Friends,John Michael Montgomery,https://charts-static.billboard.com/img/1996/10/john-michael-montgomery-ayn-53x53.jpg,,89,79,2,up,1997-01-04
80,I Can Make It Better,Luther Vandross,https://charts-static.billboard.com/img/1996/11/luther-vandross-wv3-53x53.jpg,,83,80,3,up,1997-01-04
81,At Night I Pray,Wild Orchid,https://charts-static.billboard.com/img/1996/09/wild-orchid-gxx-53x53.jpg,,81,63,15,same,1997-01-04
82,All I Want,Susanna Hoffs,https://charts-static.billboard.com/img/1996/11/susanna-hoffs-2th-53x53.jpg,,82,82,6,same,1997-01-04
83,I Luv U Baby,The Original,Not supported yet,,71,66,12,down,1997-01-04
84,Da' Dip,Freak Nasty,https://charts-static.billboard.com/img/1996/09/freak-nasty-cqn-53x53.jpg,,,,,new,1997-01-04
85,One And One,Robert Miles Featuring Maria Nayler,https://charts-static.billboard.com/img/1996/10/maria-nayler-w38-53x53.jpg,,88,54,14,up,1997-01-04
86,"That Thing You Do! (From ""That Thing You Do!"")",The Wonders,Not supported yet,,85,41,13,down,1997-01-04
87,"What's Love Got To Do With It (From ""Supercop"")",Warren G Featuring Adina Howard,https://charts-static.billboard.com/img/1996/08/warren-g-dd6-53x53.jpg,,91,32,16,up,1997-01-04
88,Leavin',The Tony Rich Project,https://charts-static.billboard.com/img/1996/11/the-tony-rich-project-n5t-53x53.jpg,,92,88,5,up,1997-01-04
89,Dance Into The Light,Phil Collins,https://charts-static.billboard.com/img/1996/09/phil-collins-zdh-53x53.jpg,,84,45,11,down,1997-01-04
90,Luchini aka (This Is It),Camp Lo,https://charts-static.billboard.com/img/1996/11/camp-lo-d3i-53x53.jpg,,,,,new,1997-01-04
91,Music Makes Me High,Lost Boyz,Not supported yet,,100,51,14,up,1997-01-04
92,Get Up,Lost Boyz,Not supported yet,,,,,new,1997-01-04
93,Floatin' On Your Love,The Isley Brothers Featuring Angela Winbush,https://charts-static.billboard.com/img/1996/07/angela-winbush-114-53x53.jpg,,75,47,15,down,1997-01-04
94,Let's Get The Mood Right,Johnny Gill,https://charts-static.billboard.com/img/1996/08/johnny-gill-g85-53x53.jpg,,93,53,16,down,1997-01-04
95,Lady,Mista,Not supported yet,,,,,new,1997-01-04
96,You Don't Have To Love Me,Monifah,https://charts-static.billboard.com/img/1997/01/monifah-xdv-53x53.jpg,,,,,new,1997-01-04
97,You Can Make History (Young Again),Elton John,https://charts-static.billboard.com/img/1996/09/elton-john-qls-53x53.jpg,,90,70,11,down,1997-01-04
98,The Sound Of My Tears,Deborah Cox,https://charts-static.billboard.com/img/1996/12/deborah-cox-gw1-53x53.jpg,,,,,new,1997-01-04
99,Birmingham,Amanda Marshall,https://charts-static.billboard.com/img/1996/09/amanda-marshall-53z-53x53.jpg,,94,43,15,down,1997-01-04
100,That's How It Is (It's Like That),Redman Featuring K-Solo,https://charts-static.billboard.com/img/1996/11/redman-psx-53x53.jpg,,95,95,2,down,1997-01-04
1,Un-Break My Heart,Toni Braxton,https://charts-static.billboard.com/img/1840/12/toni-braxton-asw-53x53.jpg,6,1,1,12,same,1997-01-11
2,"I Believe I Can Fly (From ""Space Jam"")",R. Kelly,https://charts-static.billboard.com/img/1996/10/r-kelly-ct9-53x53.jpg,,2,2,5,same,1997-01-11
3,Don't Let Go (Love),En Vogue,https://charts-static.billboard.com/img/1996/10/en-vogue-osy-53x53.jpg,,3,3,10,same,1997-01-11
4,Nobody,Keith Sweat Featuring Athena Cage,https://charts-static.billboard.com/img/1996/08/athena-cage-be0-53x53.jpg,,5,3,15,up,1997-01-11
5,"I Believe In You And Me (From ""The Preacher's Wife"")",Whitney Houston,https://charts-static.billboard.com/img/1996/12/whitney-houston-m52-53x53.jpg,,6,5,3,up,1997-01-11
6,No Diggity,BLACKstreet (Featuring Dr. Dre),https://charts-static.billboard.com/img/1996/08/blackstreet-t45-53x53.jpg,,4,1,14,down,1997-01-11
7,I'm Still In Love With You,New Edition,https://charts-static.billboard.com/img/1996/09/new-edition-669-53x53.jpg,,8,7,10,up,1997-01-11
8,Mouth,Merril Bainbridge,https://charts-static.billboard.com/img/1996/08/merril-bainbridge-b9r-53x53.jpg,,7,4,19,down,1997-01-11
9,"Last Night (From ""The Nutty Professor"")",Az Yet,https://charts-static.billboard.com/img/1996/08/az-yet-14n-53x53.jpg,,14,9,21,up,1997-01-11
10,It's All Coming Back To Me Now,Celine Dion,https://charts-static.billboard.com/img/1996/08/celine-dion-0hi-53x53.jpg,,11,2,22,up,1997-01-11
11,Macarena (Bayside Boys Mix),Los Del Rio,https://charts-static.billboard.com/img/1995/08/los-del-rio-90v-53x53.jpg,,10,1,56,down,1997-01-11
12,"Fly Like An Eagle (From ""Space Jam"")",Seal,https://charts-static.billboard.com/img/1996/11/seal-m0t-53x53.jpg,,13,12,4,up,1997-01-11
13,Pony,Ginuwine,https://charts-static.billboard.com/img/1996/07/ginuwine-1th-53x53.jpg,,12,6,19,down,1997-01-11
14,When You Love A Woman,Journey,https://charts-static.billboard.com/img/1996/10/journey-9r5-53x53.jpg,,15,12,12,up,1997-01-11
15,If It Makes You Happy,Sheryl Crow,https://charts-static.billboard.com/img/1996/08/sheryl-crow-pfk-53x53.jpg,,16,11,17,up,1997-01-11
16,"I Finally Found Someone (From ""The Mirror Has Two Faces"")",Barbra Streisand & Bryan Adams,https://charts-static.billboard.com/img/1996/11/barbra-streisand-2i4-53x53.jpg,,9,8,8,down,1997-01-11
17,Where Do You Go,No Mercy,https://charts-static.billboard.com/img/1996/06/no-mercy-8am-53x53.jpg,,17,5,28,same,1997-01-11
18,No Time,Lil' Kim Featuring Puff Daddy,https://charts-static.billboard.com/img/1996/10/lil-kim-nk8-53x53.jpg,,19,18,10,up,1997-01-11
19,What Kind Of Man Would I Be,Mint Condition,https://charts-static.billboard.com/img/1996/08/mint-condition-ao8-53x53.jpg,,18,17,19,down,1997-01-11
20,I Love You Always Forever,Donna Lewis,https://charts-static.billboard.com/img/1996/06/donna-lewis-7dh-53x53.jpg,,20,2,30,same,1997-01-11
21,This Is For The Lover In You,"Babyface Featuring LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels",https://charts-static.billboard.com/img/1996/10/babyface-isu-53x53.jpg,,21,6,12,same,1997-01-11
22,Street Dreams,Nas,https://charts-static.billboard.com/img/1996/10/nas-w6t-53x53.jpg,,23,22,10,up,1997-01-11
23,"You Must Love Me (From ""Evita"")",Madonna,https://charts-static.billboard.com/img/1996/10/madonna-rq3-53x53.jpg,,24,18,9,up,1997-01-11
24,Cold Rock A Party,MC Lyte,https://charts-static.billboard.com/img/1996/11/mc-lyte-mga-53x53.jpg,,26,24,7,up,1997-01-11
25,Foolish Games/You Were Meant For Me,Jewel,https://charts-static.billboard.com/img/1996/11/jewel-b5q-53x53.jpg,,28,25,7,up,1997-01-11
26,Twisted,Keith Sweat,https://charts-static.billboard.com/img/2017/05/keith-sweat-53x53.jpg,,25,2,30,down,1997-01-11
27,Falling,Montell Jordan,https://charts-static.billboard.com/img/1996/09/montell-jordan-27n-53x53.jpg,,22,18,15,down,1997-01-11
28,"Tell Me (From ""Eddie"")",Dru Hill,https://charts-static.billboard.com/img/1996/07/dru-hill-s7t-53x53.jpg,,27,18,20,down,1997-01-11
29,You're Makin' Me High/Let It Flow,Toni Braxton,https://charts-static.billboard.com/img/1840/12/toni-braxton-asw-53x53.jpg,,32,1,32,up,1997-01-11
30,Ooh Aah... Just A Little Bit,Gina G,Not supported yet,,31,30,7,up,1997-01-11
31,Change The World,Eric Clapton,https://charts-static.billboard.com/img/1996/06/eric-clapton-uz8-53x53.jpg,,29,5,26,down,1997-01-11
32,This Is Your Night,Amber,Not supported yet,,30,25,31,down,1997-01-11
33,Come See Me,112,https://charts-static.billboard.com/img/1996/10/112-9qc-53x53.jpg,,33,33,10,same,1997-01-11
34,Steelo,702,https://charts-static.billboard.com/img/1996/08/702-0hh-53x53.jpg,,35,32,18,up,1997-01-11
35,ATLiens,OutKast,https://charts-static.billboard.com/img/1996/09/outkast-294-53x53.jpg,,36,35,7,up,1997-01-11
36,Never Leave Me Alone,Nate Dogg Featuring Snoop Doggy Dogg,https://charts-static.billboard.com/img/1996/10/nate-dogg-zxw-53x53.jpg,,38,33,10,up,1997-01-11
37,"Space Jam (From ""Space Jam"")",Quad City DJ's,https://charts-static.billboard.com/img/1996/12/quad-city-djs-3b1-53x53.jpg,,41,37,4,up,1997-01-11
38,When You're Gone/Free To Decide,The Cranberries,https://charts-static.billboard.com/img/1996/11/the-cranberries-gie-53x53.jpg,,42,38,8,up,1997-01-11
39,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")",Mack 10 & Tha Dogg Pound,https:https://charts-static.billboard.com/img/1996/12/mack-10-7kd.jpg,,46,39,5,up,1997-01-11
40,You Learn/You Oughta Know,Alanis Morissette,https://charts-static.billboard.com/img/1996/05/alanis-morissette-xap-53x53.jpg,,40,6,25,same,1997-01-11
41,Bow Down,Westside Connection,https://charts-static.billboard.com/img/1996/09/westside-connection-0a0-53x53.jpg,,44,21,16,up,1997-01-11
42,Counting Blue Cars,Dishwalla,https://charts-static.billboard.com/img/1996/03/dishwalla-d7l-53x53.jpg,,37,15,41,down,1997-01-11
43,Key West Intermezzo (I Saw You First),John Mellencamp,https://charts-static.billboard.com/img/1996/08/john-mellencamp-tnp-53x53.jpg,,39,14,20,down,1997-01-11
44,Between You And Me,dc Talk,https://charts-static.billboard.com/img/1996/10/dc-talk-b3f-53x53.jpg,,34,29,9,down,1997-01-11
45,Thirty-Three,The Smashing Pumpkins,https://charts-static.billboard.com/img/1996/11/the-smashing-pumpkins-5n1-53x53.jpg,,47,45,7,up,1997-01-11
46,Let's Make A Night To Remember,Bryan Adams,https://charts-static.billboard.com/img/1996/08/bryan-adams-xrt-53x53.jpg,,43,24,20,down,1997-01-11
47,Loungin,LL Cool J,https://charts-static.billboard.com/img/1996/06/ll-cool-j-vs1-53x53.jpg,,48,3,28,up,1997-01-11
48,My Boo,Ghost Town DJ's,Not supported yet,,45,31,28,down,1997-01-11
49,Knocks Me Off My Feet,Donell Jones,https:https://charts-static.billboard.com/img/1996/09/donell-jones-oeo-53x53.jpg,,49,49,11,same,1997-01-11
50,"Ain't Nobody (From ""Beavis And Butt-Head Do America"")",LL Cool J,https://charts-static.billboard.com/img/1996/11/ll-cool-j-vs1-53x53.jpg,,61,50,3,up,1997-01-11
51,If Your Girl Only Knew,Aaliyah,https://charts-static.billboard.com/img/1996/08/aaliyah-3rl-53x53.jpg,,51,11,20,same,1997-01-11
52,Without Love,Donna Lewis,https://charts-static.billboard.com/img/1996/12/donna-lewis-7dh-53x53.jpg,,52,52,5,same,1997-01-11
53,I Like It,The Blackout Allstars,Not supported yet,,53,53,6,same,1997-01-11
54,I'm Not Giving You Up,Gloria Estefan,https://charts-static.billboard.com/img/1996/12/gloria-estefan-7bs-53x53.jpg,,54,54,6,same,1997-01-11
55,It's Your Body,Johnny Gill Featuring Roger Troutman,https://charts-static.billboard.com/img/1996/11/roger-troutman-pmp-53x53.jpg,,56,55,5,up,1997-01-11
56,When Boy Meets Girl,Total,https://charts-static.billboard.com/img/1996/10/total-ssp-53x53.jpg,,59,50,12,up,1997-01-11
57,"How Could You (From ""Bulletproof"")",K-Ci & JoJo,https://charts-static.billboard.com/img/1996/10/k-ci-jojo-9uq-53x53.jpg,,60,53,9,up,1997-01-11
58,Barely Breathing,Duncan Sheik,https://charts-static.billboard.com/img/1840/12/duncan-sheik-4ex-53x53.jpg,,62,58,7,up,1997-01-11
59,Desperately Wanting,Better Than Ezra,https://charts-static.billboard.com/img/1996/11/better-than-ezra-dte-53x53.jpg,,63,59,4,up,1997-01-11
60,Hero Of The Day,Metallica,https://charts-static.billboard.com/img/1996/09/metallica-b7f-53x53.jpg,,66,60,10,up,1997-01-11
61,If We Fall In Love Tonight,Rod Stewart,https://charts-static.billboard.com/img/1996/11/rod-stewart-icm-53x53.jpg,,55,55,9,down,1997-01-11
62,Sittin' On Top Of The World,Da Brat,https://charts-static.billboard.com/img/1996/09/da-brat-jtp-53x53.jpg,,65,30,14,up,1997-01-11
63,"Bohemian Rhapsody (From ""High School High"")",The Braids,Not supported yet,,67,42,13,up,1997-01-11
64,Naked Eye,Luscious Jackson,https://charts-static.billboard.com/img/1996/10/luscious-jackson-dca-53x53.jpg,,69,64,4,up,1997-01-11
65,In My Bed,Dru Hill,https://charts-static.billboard.com/img/1840/12/dru-hill-j5q-53x53.jpg,,,,,new,1997-01-11
66,Little Bitty,Alan Jackson,https://charts-static.billboard.com/img/1996/10/alan-jackson-pbl-53x53.jpg,,58,58,9,down,1997-01-11
67,Let's Ride,Richie Rich,https://charts-static.billboard.com/img/1996/11/richie-rich-t2j-53x53.jpg,,74,67,7,up,1997-01-11
68,The Moment,Kenny G,https://charts-static.billboard.com/img/1996/10/kenny-g-r4k-53x53.jpg,,68,63,9,same,1997-01-11
69,I Fell In Love,Rockell,https://charts-static.billboard.com/img/1996/10/rockell-auc-53x53.jpg,,64,64,10,down,1997-01-11
70,Sugar Honey Ice Tea,Goodfellaz,Not supported yet,,70,70,5,same,1997-01-11
71,Bittersweet Me,R.E.M.,https://charts-static.billboard.com/img/1996/10/rem-w4l-53x53.jpg,,73,46,9,up,1997-01-11
72,Hit Me Off,New Edition,https://charts-static.billboard.com/img/1996/07/new-edition-669-53x53.jpg,,71,3,20,down,1997-01-11
73,"What's Love Got To Do With It (From ""Supercop"")",Warren G Featuring Adina Howard,https://charts-static.billboard.com/img/1996/08/warren-g-dd6-53x53.jpg,,87,32,17,up,1997-01-11
74,Get Up,Lost Boyz,Not supported yet,,92,74,2,up,1997-01-11
75,God Bless The Child,Shania Twain,https://charts-static.billboard.com/img/1996/11/shania-twain-aes-53x53.jpg,,75,75,3,same,1997-01-11
76,Nowhere To Go,Melissa Etheridge,https://charts-static.billboard.com/img/1996/08/melissa-etheridge-sqm-53x53.jpg,,77,40,14,up,1997-01-11
77,At Night I Pray,Wild Orchid,https://charts-static.billboard.com/img/1996/09/wild-orchid-gxx-53x53.jpg,,81,63,16,up,1997-01-11
78,Da' Dip,Freak Nasty,https://charts-static.billboard.com/img/1996/09/freak-nasty-cqn-53x53.jpg,,84,78,2,up,1997-01-11
79,Friends,John Michael Montgomery,https://charts-static.billboard.com/img/1996/10/john-michael-montgomery-ayn-53x53.jpg,,79,79,3,same,1997-01-11
80,Macarena Christmas,Los Del Rio,https://charts-static.billboard.com/img/1996/12/los-del-rio-90v-53x53.jpg,,57,57,4,down,1997-01-11
81,Tonight Is The Night,Le Click,Not supported yet,,76,75,19,down,1997-01-11
82,One And One,Robert Miles Featuring Maria Nayler,https://charts-static.billboard.com/img/1996/10/maria-nayler-w38-53x53.jpg,,85,54,15,up,1997-01-11
83,You Don't Have To Love Me,Monifah,https://charts-static.billboard.com/img/1997/01/monifah-xdv-53x53.jpg,,96,83,2,up,1997-01-11
84,I Luv U Baby,The Original,Not supported yet,,83,66,13,down,1997-01-11
85,What They Do,The Roots,https://charts-static.billboard.com/img/1996/11/the-roots-eys-53x53.jpg,,,,,new,1997-01-11
86,Floatin' On Your Love,The Isley Brothers Featuring Angela Winbush,https://charts-static.billboard.com/img/1996/07/angela-winbush-114-53x53.jpg,,93,47,16,up,1997-01-11
87,Luchini aka (This Is It),Camp Lo,https://charts-static.billboard.com/img/1996/11/camp-lo-d3i-53x53.jpg,,90,87,2,up,1997-01-11
88,Leavin',The Tony Rich Project,https://charts-static.billboard.com/img/1996/11/the-tony-rich-project-n5t-53x53.jpg,,88,88,6,same,1997-01-11
89,I Can Make It Better,Luther Vandross,https://charts-static.billboard.com/img/1996/11/luther-vandross-wv3-53x53.jpg,,80,80,4,down,1997-01-11
90,Lady,Mista,Not supported yet,,95,90,2,up,1997-01-11
91,"That Thing You Do! (From ""That Thing You Do!"")",The Wonders,Not supported yet,,86,41,14,down,1997-01-11
92,Every Light In The House,Trace Adkins,https://charts-static.billboard.com/img/1996/08/trace-adkins-bo9-53x53.jpg,,78,78,8,down,1997-01-11
93,All I Want,Susanna Hoffs,https://charts-static.billboard.com/img/1996/11/susanna-hoffs-2th-53x53.jpg,,82,82,7,down,1997-01-11
94,Dance Into The Light,Phil Collins,https://charts-static.billboard.com/img/1996/09/phil-collins-zdh-53x53.jpg,,89,45,12,down,1997-01-11
