Unnamed: 0.1,Unnamed: 0,title,artist,count,year,id
197,97,Hey Driver,Zach Bryan Featuring The War And Treaty,17,2023,50nfwKoDiSYg8zOCREWAm5
198,98,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,17,2023,3cBsEDNhFI9E82vPj3kvi3
199,99,Used To Be Young,Miley Cyrus,17,2023,7rglLriMNBPAyuJOMGwi39
200,0,Big Energy,Latto,43,2022,1Y5Jvi3eLi4Chwqch9GMem
201,1,Heat Waves,Glass Animals,43,2022,3MkXV52jXtsG4pvKp4cGE8
202,2,Stay,The Kid LAROI & Justin Bieber,40,2022,4asTNYhhrp323lLp81KIKQ
203,3,Ghost,Justin Bieber,40,2022,1KQc37jezhunxnOPhvdwSG
204,4,Shivers,Ed Sheeran,38,2022,3CIyK1V4JEJkg02E4EJnDl
205,5,As It Was,Harry Styles,38,2022,59nOXPmaKlBfGMDeOVGrIK
206,6,Wasted On You,Morgan Wallen,37,2022,4cktbXiXOapiLBMprHFErI
207,7,Cold Heart (PNAU Remix),Elton John & Dua Lipa,37,2022,0e8nrvls4Qqv5Rfa2UhqmO
208,8,Super Gremlin,Kodak Black,36,2022,3rmo8F54jFF8OgYsqTxm5d
209,9,Something In The Orange,Zach Bryan,35,2022,4uJDDG8vXJ6fZHtTfrPfMX
210,10,About Damn Time,Lizzo,33,2022,1IHWl5LamUGEuP4ozKQSXZ
211,11,Fall In Love,Bailey Zimmerman,32,2022,31lopd32BkJBTSgYE16c5e
212,12,Numb Little Bug,Em Beihold,32,2022,0wHFktze2PHC5jDt3B17DC
213,13,Enemy,Imagine Dragons X JID,32,2022,200x8ONbPfFzByUr3fVz46
214,14,Wait For U,Future Featuring Drake & Tems,32,2022,0O6u0VJ46W86TxN9wgyqDj
215,15,Woman,Doja Cat,32,2022,23T0OX7QOiIUFShSzbJ5Uo
216,16,You Proof,Morgan Wallen,32,2022,5YqEzk3C5c3UZ1D5fJUlXA
217,17,Thats What I Want,Lil Nas X,32,2022,1DbZAffh8GGwW41Q3AU8iC
218,18,Bad Habits,Ed Sheeran,31,2022,20R4HfKloPKgXDqU7UKk3x
219,19,She Likes It,Russell Dickerson & Jake Scott,30,2022,4k3lPl8YTKuY8c1HelVnm3
220,20,Titi Me Pregunto,Bad Bunny,30,2022,0hquQWY3xvYqN4qtiquniF
221,21,Rock And A Hard Place,Bailey Zimmerman,28,2022,6ngGiVX91DRmGDH4G5EgeO
222,22,In A Minute,Lil Baby,28,2022,13G5xv1wUKvJYbK0wYmioN
223,23,First Class,Jack Harlow,28,2022,6VhuP99TE6gYNQRJIlAWFD
224,24,She Had Me At Heads Carolina,Cole Swindell,27,2022,4k6Uh1HXdhtusDW5y8Gbvy
225,25,I Like You (A Happier Song),Post Malone Featuring Doja Cat,27,2022,0oF9jpn0n8afMpbHKgRd6J
226,26,Whiskey On You,Nate Smith,27,2022,0W6I02J9xcqK8MtSeosEXb
227,27,Sunroof,Nicky Youre & dazy,27,2022,1qEmFfgcLObUfQm0j1W2CK
228,28,Flower Shops,ERNEST Featuring Morgan Wallen,26,2022,6aIrXGmaFqPafbYgxbMUsj
229,29,Me Porto Bonito,Bad Bunny & Chencho Corleone,26,2022,3UGIZ8qcrMTwzLbx6Kttqt
230,30,'Til You Can't,Cody Johnson,26,2022,3F5CgOj3wFlRv51JsHbxhe
231,31,Vegas,Doja Cat,26,2022,48UKTR66uUOT9LaUvooTNx
232,32,Son Of A Sinner,Jelly Roll,25,2022,6Xom58OOXk2SoU711L2IXO
233,33,Circles Around This Town,Maren Morris,25,2022,0U4iRayct65wsaBMQGiLbg
234,34,Until I Found You,Stephen Sanchez,25,2022,5Eax0qFko2dh7Rl2lYs3bx
235,35,Bad Habit,Steve Lacy,25,2022,2mzM4Y0Rnx2BDZqRnhQ5Q6
236,36,I Ain't Worried,OneRepublic,25,2022,3HqcNJdZ2seoGxhn0wVNDK
237,37,Get Into It (Yuh),Doja Cat,24,2022,1KhljCoJ2TgDEldnnfTHHc
238,38,Late Night Talking,Harry Styles,24,2022,3JXF3LsUjyDIHjuwhXxdjo
239,39,AA,Walker Hayes,24,2022,46IZ0fSY2mpAiktS3KOqds
240,40,Boyfriend,Dove Cameron,24,2022,0JbSghVDghtFEurrSO8JrC
241,41,Jimmy Cooks,Drake Featuring 21 Savage,24,2022,00Blm7zeNqgYLPtW6zg8cj
242,42,The Kind Of Love We Make,Luke Combs,23,2022,3Vi5XqYrmQgOYBajMWSvCi
243,43,Moscow Mule,Bad Bunny,23,2022,27NovPIUIRrOZoCHxABJwK
244,44,5 Foot 9,Tyler Hubbard,22,2022,4fouWK6XVHhzl78KzQ1UjL
245,45,Efecto,Bad Bunny,22,2022,6xGruZOHLs39ZbVccQTuPZ
246,46,Free Mind,Tems,21,2022,52xJxFP6TqMuO4Yt0eOkMz
247,47,Provenza,Karol G,21,2022,
248,48,Party,Bad Bunny & Rauw Alejandro,21,2022,0t7fVeEJxO2Xi4H2K5Svc9
249,49,Sweetest Pie,Megan Thee Stallion & Dua Lipa,21,2022,54ipXppHLA8U4yqpOFTUhr
250,50,Easy On Me,Adele,21,2022,2DB4DdfCFMw1iaR6JaR03a
251,51,Doin' This,Luke Combs,21,2022,5vUnjhBzRJJIAOJPde6zDx
252,52,Die For You,The Weeknd,21,2022,5C9jQ8ikTOieveuORd8wlf
253,53,One Right Now,Post Malone & The Weeknd,21,2022,3XgGQ1wjo5khvq2UImjyNF
254,54,Need To Know,Doja Cat,21,2022,33aow0AcXYvT1FoWNzMcqN
255,55,Industry Baby,Lil Nas X & Jack Harlow,21,2022,4oR2cCQGs0Yt0Mgr2diV6V
256,56,abcdefu,GAYLE,21,2022,7qTaDOcld0VmBWXnkbUj45
257,57,Glimpse Of Us,Joji,20,2022,7l9IqDtVWJurTvkQHq1BGh
258,58,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",20,2022,3HGnIIdHYIbkowzLk8UHbE
259,59,Hrs And Hrs,Muni Long,20,2022,5nEUEJWFtBFdjVGeFyIOL0
260,60,Hotel Lobby (Unc And Phew),Quavo & Takeoff,20,2022,5mt882Eqx22RwFOTE01jS8
261,61,Bones,Imagine Dragons,20,2022,41oY4WCTj5kccfesTVFnvN
262,62,Bam Bam,Camila Cabello Featuring Ed Sheeran,20,2022,4ZtFanR9U6ndgddUvNcjcG
263,63,To The Moon!,JNR CHOI & Sam Tompkins,20,2022,1PtQJZVZIdWIYdARpZRDFO
264,64,Like I Love Country Music,Kane Brown,20,2022,7yRJMLG9ja0fBVVEmV6vcT
265,65,All Mine,Brent Faiyaz,20,2022,0P9c1rdCeGAkCeS425KbI5
266,66,23,Sam Hunt,20,2022,6F7UOC6fPWOkPqybOWBHSv
267,67,MAMIII,Becky G X Karol G,20,2022,19ZzEzb4BVK1wVO4brrmZz
268,68,What Happened To Virgil,Lil Durk Featuring Gunna,20,2022,1dm6z1fWB0cErMszU25dy2
269,69,Broadway Girls,Lil Durk Featuring Morgan Wallen,20,2022,3XOalgusokruzA5ZBA2Qcb
270,70,Thought You Should Know,Morgan Wallen,20,2022,57uX2vR9j9DNiANDYfXw1i
271,71,She's All I Wanna Be,Tate McRae,20,2022,3k3NWokhRRkEPhCzPmV8TW
272,72,Wishful Drinking,Ingrid Andress With Sam Hunt,20,2022,0gNrujgnSfw4LuSvd0Jbs6
273,73,F.N.F. (Let's Go),Hitkidd & Glorilla,20,2022,2FGOg7uYBfnspkPOISXTFY
274,74,Sleazy Flow,SleazyWorld Go Featuring Lil Baby,20,2022,1yvMUkIOTeUNtNWlWRgANS
275,75,Tarot,Bad Bunny & Jhay Cortez,20,2022,0k11c8vwyeNSGQex6UMa1v
276,76,Good 4 U,Olivia Rodrigo,20,2022,6tDDoYIxWvMLTdKpjFkc1B
277,77,Running Up That Hill (A Deal With God),Kate Bush,20,2022,0uRrG2jRR5tuifsYIJHEao
278,78,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,20,2022,1qMMYpVatbRITKCfq1gasi
279,79,Trouble With A Heartbreak,Jason Aldean,20,2022,1xzi1Jcr7mEi9K2RfzLOqS
280,80,If I Was A Cowboy,Miranda Lambert,20,2022,57DarSfRMIVRCeDBGW0l5S
281,81,Beers On Me,"Dierks Bentley, Breland & HARDY",20,2022,2aJnyNu4PQxQ2lyj5boiMG
282,82,Despues de La Playa,Bad Bunny,20,2022,6vjZxvzdAeHp7jv3R398Xm
283,83,Pushin P,Gunna & Future Featuring Young Thug,20,2022,2yjlYDiNiQkdxVqTlaSrlX
